ProductReference,Avg_CostImpact_Product (ProdRef),UnresolvedRate_Product (ProdRef),Total_Incidents_Product (ProdRef)
PRD04976,232.0,0.0,2
PRD04977,257.57142857142856,0.0,7
PRD04978,399.0,0.0,1
PRD04979,418.3333333333333,0.3333333333333333,3
PRD04981,289.5,0.0,2
PRD04982,555.5,0.0,2
PRD04983,1310.75,0.0,4
PRD04984,262.0,0.0,1
PRD04985,657.0,0.0,2
PRD04986,402.25,0.0,4
PRD04988,321.0,0.0,3
PRD04989,1350.0,0.0,1
PRD04990,475.4166666666667,0.3333333333333333,3
PRD04991,1747.5,0.5,2
PRD04992,281.0,0.0,1
PRD04994,1296.0,0.0,2
PRD04995,226.0,0.0,1
PRD04996,571.25,0.0,2
PRD04997,150.0,0.0,1
PRD04999,238.33333333333334,0.0,3
PRD05000,255.33333333333334,0.0,3
PRD05001,780.0,0.0,2
PRD05002,282.5,0.0,3
PRD05003,105.0,0.0,1
PRD05004,615.0,0.0,2
PRD05005,323.6666666666667,0.0,3
PRD05006,169.0,0.0,2
PRD05007,304.3333333333333,0.0,3
PRD05008,180.0,0.0,1
PRD05009,411.0,0.0,1
PRD05010,740.0,0.0,1
PRD05011,261.0,0.0,1
PRD05012,1580.0,0.0,1
PRD05013,129.5,0.0,2
PRD05014,1316.5,0.0,2
PRD05016,900.3333333333334,0.0,3
PRD05018,562.5,1.0,2
PRD05019,354.0,0.0,2
PRD05020,429.375,0.0,2
PRD05021,1446.5,0.0,2
PRD05022,1754.0,1.0,1
PRD05023,588.0,0.0,2
PRD05024,1641.0,0.0,3
PRD05025,332.0,0.0,1
PRD05029,272.0,0.0,1
PRD05032,54.0,0.0,1
PRD05033,300.5,0.0,2
PRD05034,517.5,0.0,2
PRD05036,903.0,0.0,2
PRD05037,1223.75,0.25,4
PRD05038,604.0,0.0,2
PRD05039,487.5,0.0,3
PRD05040,419.4,0.2,5
PRD05044,250.5,0.0,2
PRD05045,1605.8333333333333,0.0,3
PRD05046,297.0,0.0,1
PRD05047,299.0,0.0,1
PRD05048,296.0,0.5,2
PRD05049,170.66666666666666,0.3333333333333333,3
PRD05050,179.0,0.0,1
PRD05051,443.75,0.0,2
PRD05052,308.0,0.3333333333333333,3
PRD05053,185.0,0.0,1
PRD05054,352.5,0.0,1
PRD05055,155.0,0.0,1
PRD05056,2111.25,1.0,1
PRD05058,493.3333333333333,0.3333333333333333,3
PRD05059,341.6666666666667,0.0,3
PRD05060,388.25,0.0,4
PRD05061,501.0,0.0,1
PRD05062,155.0,0.0,1
PRD05064,246.33333333333334,0.0,3
PRD05065,312.0,0.0,2
PRD05066,480.4166666666667,0.0,3
PRD05067,733.0,0.0,1
PRD05068,1303.0,0.0,1
PRD05070,249.0,0.0,1
PRD05072,1620.6666666666667,0.0,3
PRD05073,887.5,0.25,4
PRD05074,237.0,0.0,2
PRD05076,247.0,0.0,2
PRD05078,389.0,0.5,2
PRD05079,292.0,0.0,1
PRD05080,1358.0,0.0,1
PRD05082,197.0,0.0,2
PRD05083,196.0,0.0,1
PRD05084,211.5,0.5,2
PRD05085,388.0,0.0,1
PRD05086,236.0,0.3333333333333333,3
PRD05087,293.0,0.0,1
PRD05088,369.0,0.5,2
PRD05089,585.0,0.0,1
PRD05090,272.0,1.0,1
PRD05092,409.0,0.0,1
PRD05093,280.0,0.0,2
PRD05096,111.0,0.0,1
PRD05097,389.0,0.0,4
PRD05098,845.5,0.0,2
PRD05099,1233.3333333333333,0.0,3
PRD05100,306.0,0.0,2
PRD05101,297.5,0.5,2
PRD05102,240.0,0.0,1
PRD05103,397.6666666666667,0.0,3
PRD05104,284.0,0.0,4
PRD05105,420.625,0.0,4
PRD05106,376.25,0.0,1
PRD05107,995.0,0.0,1
PRD05109,271.3333333333333,0.3333333333333333,3
PRD05110,819.0,0.0,2
PRD05111,88.0,0.0,1
PRD05112,477.5,0.0,3
PRD05114,909.5,0.0,2
PRD05117,470.625,0.0,4
PRD05118,340.0,0.6666666666666666,3
PRD05119,690.0,0.0,1
PRD05121,584.0,0.0,2
PRD05122,458.75,0.0,4
PRD05124,736.5,0.0,2
PRD05126,260.6666666666667,0.0,3
PRD05127,374.0,1.0,1
PRD05128,107.5,0.0,2
PRD05129,401.25,0.25,4
PRD05130,285.0,0.0,2
PRD05131,578.0,0.3333333333333333,3
PRD05132,180.5,0.0,2
PRD05133,432.0833333333333,0.0,3
PRD05134,319.0,0.0,1
PRD05135,1159.0,0.0,1
PRD05137,535.0,0.0,3
PRD05138,205.0,0.0,1
PRD05139,972.0,0.0,2
PRD05140,214.66666666666666,0.0,3
PRD05141,188.75,0.0,1
PRD05142,414.0,0.0,2
PRD05145,2416.25,1.0,1
PRD05146,226.0,0.0,2
PRD05147,999.75,0.2,5
PRD05148,132.0,0.0,1
PRD05149,690.0,0.0,2
PRD05150,282.0,0.0,1
PRD05151,498.75,0.25,4
PRD05152,321.25,0.0,1
PRD05154,203.4,0.2,5
PRD05155,1317.0,0.0,1
PRD05156,348.75,1.0,1
PRD05157,256.0,1.0,1
PRD05158,257.0,0.0,2
PRD05159,185.5,0.0,2
PRD05160,350.0,1.0,1
PRD05162,398.0,0.3333333333333333,3
PRD05164,347.5,0.0,2
PRD05165,362.0,0.0,1
PRD05166,175.5,0.0,2
PRD05167,305.0,0.0,1
PRD05168,344.25,0.25,4
PRD05169,260.0,0.3333333333333333,3
PRD05171,625.6,0.2,5
PRD05172,88.0,1.0,1
PRD05173,222.5,0.5,2
PRD05175,1109.6666666666667,0.0,3
PRD05176,467.5,0.0,2
PRD05177,251.0,0.3333333333333333,3
PRD05178,185.0,0.0,1
PRD05179,574.6666666666666,0.3333333333333333,3
PRD05180,336.0,0.0,4
PRD05181,762.0,0.0,1
PRD05182,288.5,0.0,2
PRD05185,223.0,0.0,5
PRD05186,326.25,0.0,2
PRD05187,1171.5,0.0,2
PRD05189,257.0,0.0,2
PRD05190,214.0,0.0,2
PRD05191,247.0,0.0,3
PRD05192,649.0,0.0,1
PRD05194,922.0,0.5,2
PRD05196,319.6666666666667,0.0,3
PRD05197,278.5,1.0,2
PRD05198,275.4166666666667,0.3333333333333333,3
PRD05199,766.5,0.0,2
PRD05200,179.0,0.0,2
PRD05201,261.3333333333333,0.3333333333333333,3
PRD05202,844.0,0.0,4
PRD05203,285.0,0.0,1
PRD05204,1610.0,0.0,1
PRD05205,259.5,0.0,2
PRD05206,138.0,0.0,1
PRD05207,356.0,0.0,1
PRD05208,327.0,0.0,1
PRD05209,392.3333333333333,0.3333333333333333,3
PRD05210,374.6,0.0,5
PRD05211,399.375,0.0,2
PRD05212,175.5,0.0,4
PRD05213,455.8333333333333,0.0,3
PRD05214,165.0,0.0,1
PRD05216,290.0,0.0,2
PRD05217,476.25,0.0,1
PRD05218,1098.0,0.0,2
PRD05219,223.0,0.0,2
PRD05221,463.3333333333333,0.0,3
PRD05222,1318.0,0.0,1
PRD05224,926.0,0.0,2
PRD05225,212.0,0.0,1
PRD05228,340.0,0.0,1
PRD05229,283.0,0.5,2
PRD05230,515.8333333333334,0.3333333333333333,3
PRD05231,1097.0,0.0,3
PRD05232,182.5,0.0,2
PRD05233,1467.5,0.2,5
PRD05234,659.0,0.0,1
PRD05236,378.0,0.0,1
PRD05237,1196.5,0.0,4
PRD05238,363.0,0.0,1
PRD05239,110.0,0.0,1
PRD05240,968.0,0.0,1
PRD05241,1484.0,0.0,3
PRD05242,313.0,0.0,1
PRD05243,115.0,0.0,2
PRD05244,244.33333333333334,0.0,3
PRD05245,1318.3333333333333,0.0,3
PRD05246,1451.0,1.0,1
PRD05247,350.0,1.0,1
PRD05248,389.6666666666667,0.0,3
PRD05249,149.0,0.0,2
PRD05250,124.5,0.0,2
PRD05251,243.33333333333334,0.0,3
PRD05253,860.8333333333334,0.3333333333333333,6
PRD05254,445.0,0.0,1
PRD05255,315.0,0.0,1
PRD05256,390.0,0.0,2
PRD05257,239.0,0.0,1
PRD05258,523.0,0.0,4
PRD05259,367.0,0.0,1
PRD05260,230.5,0.0,2
PRD05261,172.5,0.0,1
PRD05263,164.0,0.0,2
PRD05264,452.0,0.0,3
PRD05265,211.0,0.0,1
PRD05266,276.75,0.25,4
PRD05267,1115.5,0.0,2
PRD05268,157.5,0.0,4
PRD05269,376.0,0.0,2
PRD05270,209.0,0.0,3
PRD05271,217.0,0.0,1
PRD05272,225.0,0.0,2
PRD05273,261.0,0.0,1
PRD05274,385.0,1.0,1
PRD05275,337.0,0.0,1
PRD05276,661.0,0.0,2
PRD05277,174.66666666666666,0.0,3
PRD05278,233.125,0.0,2
PRD05279,134.5,0.0,2
PRD05280,442.3333333333333,0.0,3
PRD05281,1270.0,0.0,1
PRD05282,151.0,0.5,2
PRD05283,449.5833333333333,0.3333333333333333,3
PRD05284,285.75,0.0,4
PRD05285,177.33333333333334,0.3333333333333333,3
PRD05286,1078.4375,0.0,4
PRD05287,1870.8333333333333,0.0,3
PRD05288,254.375,0.0,2
PRD05289,477.9166666666667,0.0,3
PRD05290,1781.0,0.0,1
PRD05291,789.6666666666666,0.0,3
PRD05292,226.0,0.0,2
PRD05293,279.375,0.0,2
PRD05294,403.125,0.25,4
PRD05296,142.0,0.0,1
PRD05297,135.0,0.0,1
PRD05298,1129.0,0.0,1
PRD05300,180.0,0.0,2
PRD05301,376.5,0.0,2
PRD05302,312.0,0.0,1
PRD05303,335.75,0.0,4
PRD05304,389.0,0.0,1
PRD05305,1473.125,0.0,2
PRD05306,503.0,0.5,2
PRD05307,532.0,1.0,1
PRD05308,1407.0,0.0,2
PRD05309,270.0,0.0,1
PRD05310,432.3333333333333,0.0,3
PRD05311,196.0,0.0,2
PRD05313,225.0,0.0,3
PRD05314,303.0,0.0,3
PRD05315,260.0,0.0,2
PRD05316,199.0,0.0,4
PRD05317,282.5,0.5,2
PRD05319,332.5,0.0,2
PRD05320,211.0,0.0,5
PRD05321,349.3333333333333,0.3333333333333333,3
PRD05322,462.5,0.3333333333333333,3
PRD05323,1861.0,0.0,1
PRD05324,840.0,0.0,2
PRD05326,305.5,0.5,2
PRD05327,149.5,0.5,2
PRD05328,288.0,0.0,2
PRD05329,940.0,0.0,1
PRD05330,70.0,0.0,1
PRD05333,347.0,0.0,1
PRD05334,480.9375,0.25,4
PRD05336,162.5,0.0,2
PRD05338,390.0,0.0,4
PRD05339,353.6666666666667,0.0,3
PRD05340,189.0,0.0,1
PRD05341,345.4166666666667,0.0,3
PRD05342,184.0,0.0,3
PRD05343,273.0,0.0,3
PRD05344,264.0,0.0,3
PRD05345,291.25,0.0,2
PRD05348,123.0,0.0,1
PRD05350,1408.0,0.0,2
PRD05351,817.0,0.0,3
PRD05353,939.6666666666666,0.0,3
PRD05354,542.5,0.3333333333333333,3
PRD05355,906.0,0.0,1
PRD05358,608.3333333333334,0.0,3
PRD05359,271.0,0.0,1
PRD05360,935.0,0.0,1
PRD05361,624.5833333333334,0.0,3
PRD05362,659.0,0.0,2
PRD05363,682.8,0.0,5
PRD05365,469.5,0.5,2
PRD05366,781.5,0.0,2
PRD05367,316.875,0.0,2
PRD05369,129.0,0.0,1
PRD05370,115.0,1.0,1
PRD05372,367.3333333333333,0.0,3
PRD05373,608.3333333333334,0.0,3
PRD05374,249.0,1.0,1
PRD05375,357.6666666666667,0.0,3
PRD05376,501.0,0.0,5
PRD05377,816.0,0.0,2
PRD05378,476.875,0.5,2
PRD05379,362.3333333333333,0.0,3
PRD05380,650.3333333333334,0.0,3
PRD05381,431.0416666666667,0.3333333333333333,6
PRD05382,361.5,0.0,4
PRD05383,862.5,0.0,2
PRD05384,401.57142857142856,0.0,7
PRD05385,1504.0,0.0,1
PRD05386,136.25,0.0,1
PRD05387,964.0,0.3333333333333333,3
PRD05388,344.0,0.0,1
PRD05390,453.75,0.0,3
PRD05391,387.0,0.0,1
PRD05394,134.0,0.0,1
PRD05395,1810.625,0.5,2
PRD05398,1363.0,0.0,1
PRD05399,218.66666666666666,0.0,3
PRD05400,576.25,0.0,1
PRD05401,894.0,0.0,2
PRD05402,734.0,0.0,2
PRD05403,338.5,0.0,2
PRD05404,1062.0,0.0,2
PRD05407,693.75,0.0,1
PRD05408,601.0,0.0,4
PRD05409,262.5,0.0,2
PRD05410,246.33333333333334,0.0,3
PRD05411,1825.8333333333333,0.3333333333333333,3
PRD05412,441.0,0.4,5
PRD05414,409.0,0.0,1
PRD05415,380.0,0.0,1
PRD05416,644.0,0.0,1
PRD05417,352.0,0.0,1
PRD05418,854.0,1.0,1
PRD05419,55.0,0.0,1
PRD05420,182.0,0.5,2
PRD05422,251.66666666666666,0.0,3
PRD05424,1181.875,0.5,2
PRD05425,926.0,1.0,2
PRD05427,1399.0,0.0,1
PRD05428,840.5,0.0,2
PRD05429,1097.8125,0.0,4
PRD05430,853.75,0.0,4
PRD05431,213.0,0.0,2
PRD05432,440.0,0.0,1
PRD05434,335.0,0.0,3
PRD05435,314.5,0.0,2
PRD05436,275.0,0.0,1
PRD05437,308.0,0.6666666666666666,3
PRD05439,480.625,0.0,2
PRD05441,506.625,0.0,2
PRD05442,562.3333333333334,0.0,3
PRD05443,107.0,0.0,1
PRD05444,157.0,1.0,1
PRD05445,163.0,0.0,1
PRD05446,409.0,0.0,1
PRD05447,298.0,0.0,2
PRD05450,277.0,0.0,1
PRD05451,309.0,0.0,1
PRD05452,246.33333333333334,0.0,3
PRD05454,331.0,0.0,1
PRD05455,1126.5,0.0,4
PRD05456,194.0,0.0,3
PRD05457,212.5,0.0,1
PRD05458,1159.0,0.0,1
PRD05459,1631.5625,0.0,4
PRD05460,213.0,0.0,2
PRD05461,322.0,0.0,4
PRD05462,575.5,0.0,2
PRD05463,286.5,0.0,2
PRD05464,280.6666666666667,0.0,3
PRD05466,313.6666666666667,0.0,3
PRD05468,428.0,0.0,1
PRD05469,335.625,0.0,2
PRD05470,743.5,0.0,2
PRD05471,819.25,0.0,4
PRD05473,307.0,1.0,1
PRD05474,1006.5,0.0,2
PRD05476,192.0,0.0,1
PRD05477,536.875,0.0,6
PRD05478,1684.3333333333333,0.0,3
PRD05479,809.0,0.0,1
PRD05480,305.5,0.5,2
PRD05481,259.5,0.0,2
PRD05482,854.0,0.0,1
PRD05484,1022.9166666666666,0.3333333333333333,3
PRD05485,1115.4166666666667,0.3333333333333333,3
PRD05486,1084.5,0.5,2
PRD05488,1376.0,0.0,1
PRD05489,194.0,0.0,2
PRD05490,532.75,0.4,5
PRD05491,108.0,0.0,1
PRD05492,777.0,0.0,2
PRD05493,979.5,0.5,2
PRD05494,54.0,0.0,1
PRD05495,248.66666666666666,0.3333333333333333,3
PRD05499,296.0,0.0,2
PRD05500,1160.625,0.0,2
PRD05501,749.0,0.0,2
PRD05502,545.0,0.3333333333333333,3
PRD05503,90.0,0.0,1
PRD05504,1383.0,0.0,1
PRD05505,534.375,0.25,4
PRD05507,299.25,0.0,4
PRD05509,295.0,0.0,1
PRD05510,184.5,0.0,2
PRD05511,213.0,0.0,1
PRD05512,690.6666666666666,0.0,3
PRD05513,728.75,0.0,2
PRD05514,1318.75,0.5,2
PRD05515,484.0,0.0,1
PRD05518,1364.0,0.0,1
PRD05519,146.0,1.0,1
PRD05520,783.5,0.0,4
PRD05521,132.5,0.5,2
PRD05522,381.0,0.0,1
PRD05523,243.0,0.0,1
PRD05525,165.0,0.0,1
PRD05526,194.0,0.0,1
PRD05527,1089.5,0.0,2
PRD05528,191.25,0.0,1
PRD05531,339.0,0.0,1
PRD05532,158.75,0.0,1
PRD05533,1616.25,0.0,1
PRD05534,398.0,0.0,2
PRD05536,397.5,0.0,1
PRD05538,313.4375,0.25,4
PRD05539,218.5,0.0,2
PRD05540,199.5,0.0,2
PRD05541,345.0,0.0,2
PRD05542,1107.3333333333333,0.0,3
PRD05543,221.0,0.0,1
PRD05544,507.5,0.0,5
PRD05545,2422.5,0.0,2
PRD05546,310.0,0.0,2
PRD05547,381.3333333333333,0.0,3
PRD05549,205.0,0.0,1
PRD05550,357.0,0.0,2
PRD05551,680.5,0.0,2
PRD05552,188.0,0.0,1
PRD05553,238.5,0.0,2
PRD05554,693.0,0.0,1
PRD05556,1031.6666666666667,0.0,3
PRD05557,227.5,0.0,1
PRD05558,433.75,0.0,1
PRD05559,358.3333333333333,0.3333333333333333,3
PRD05561,346.5,0.0,4
PRD05562,710.6666666666666,0.3333333333333333,3
PRD05563,470.3333333333333,0.0,3
PRD05564,267.0,0.3333333333333333,3
PRD05565,150.25,0.0,4
PRD05567,1078.6666666666667,0.0,3
PRD05568,929.0,1.0,1
PRD05569,331.6666666666667,0.0,3
PRD05570,875.0,0.0,2
PRD05571,2216.25,0.0,1
PRD05572,337.0,0.5,2
PRD05573,401.25,0.0,2
PRD05574,1438.0,0.0,2
PRD05575,1640.0,1.0,1
PRD05577,705.0,0.0,1
PRD05578,1330.55,0.0,5
PRD05579,310.5,0.0,2
PRD05581,205.5,0.0,2
PRD05582,877.3333333333334,0.6666666666666666,3
PRD05583,285.0,0.0,2
PRD05584,1557.8,0.0,5
PRD05588,271.5,0.0,2
PRD05589,428.5,0.0,2
PRD05590,1648.0,0.0,2
PRD05591,510.4166666666667,0.0,3
PRD05592,62.0,0.5,2
PRD05593,482.5,0.0,1
PRD05594,2276.875,0.25,4
PRD05596,203.0,0.0,1
PRD05599,1420.625,0.0,4
PRD05600,1506.0,0.0,1
PRD05602,358.0,0.0,1
PRD05603,163.5,0.0,2
PRD05604,1002.0,0.0,1
PRD05605,258.3333333333333,0.0,3
PRD05607,194.5,0.5,2
PRD05608,426.5,0.2,5
PRD05609,1387.5625,0.25,4
PRD05610,237.5,0.0,2
PRD05611,270.0,0.0,2
PRD05612,1247.1875,0.0,4
PRD05613,279.0,0.0,2
PRD05614,868.25,0.25,4
PRD05615,422.5,0.0,2
PRD05616,364.0,0.0,1
PRD05617,300.75,0.0,4
PRD05618,212.5,0.0,2
PRD05619,337.5,0.0,2
PRD05620,271.0,0.0,1
PRD05621,262.0,0.0,2
PRD05622,308.0,0.0,3
PRD05623,356.25,0.0,4
PRD05624,627.5,0.0,1
PRD05625,182.0,0.0,2
PRD05626,138.33333333333334,0.0,3
PRD05627,846.5,0.0,2
PRD05629,628.75,1.0,1
PRD05630,242.0,0.0,3
PRD05631,263.0,0.3333333333333333,3
PRD05633,278.5,0.0,2
PRD05634,497.5,0.0,1
PRD05635,386.0,0.0,1
PRD05636,419.0,0.0,1
PRD05637,267.0,0.0,1
PRD05639,309.3333333333333,0.3333333333333333,3
PRD05641,442.25,0.0,4
PRD05642,224.25,0.0,4
PRD05643,354.375,0.0,2
PRD05644,305.0,0.0,2
PRD05647,248.0,0.5,2
PRD05648,1300.5,0.0,4
PRD05649,558.0,0.0,1
PRD05650,1178.0,0.0,1
PRD05651,1845.0,1.0,1
PRD05652,1812.5,0.5,2
PRD05653,467.25,0.25,4
PRD05654,384.5,0.5,2
PRD05655,605.0,0.0,1
PRD05656,398.5,0.0,2
PRD05657,1598.0,0.0,3
PRD05658,135.0,0.0,1
PRD05660,195.5,0.0,2
PRD05661,319.6666666666667,0.0,3
PRD05662,154.0,0.0,1
PRD05663,225.0,0.0,3
PRD05664,252.5,0.5,2
PRD05665,1290.357142857143,0.0,7
PRD05666,353.0,0.0,1
PRD05667,1532.0,0.0,1
PRD05668,289.0,0.5,2
PRD05669,322.0,0.0,2
PRD05670,959.75,0.0,4
PRD05672,280.8333333333333,0.3333333333333333,3
PRD05673,1199.0,0.0,1
PRD05674,742.5,0.0,2
PRD05675,778.3125,0.0,4
PRD05676,285.0,0.0,2
PRD05678,202.0,0.0,1
PRD05679,1453.125,0.0,2
PRD05681,998.0,0.0,1
PRD05682,350.0,0.0,1
PRD05684,203.5,0.0,2
PRD05685,340.0,0.0,2
PRD05686,1593.0,0.0,2
PRD05687,99.0,0.0,1
PRD05688,266.0,0.0,1
PRD05690,612.5,1.0,1
PRD05692,416.25,0.0,1
PRD05694,392.5,0.0,2
PRD05695,160.0,0.0,1
PRD05696,150.0,0.0,2
PRD05697,332.8125,0.25,4
PRD05698,903.25,0.0,5
PRD05699,321.0,0.0,1
PRD05700,87.5,0.0,2
PRD05702,924.0,0.0,1
PRD05704,722.0,0.0,1
PRD05706,715.5,0.0,2
PRD05707,303.8,0.6,5
PRD05708,375.0,0.0,1
PRD05710,315.0,0.5,2
PRD05711,397.0,0.0,2
PRD05713,303.0,0.0,1
PRD05714,635.0,0.0,2
PRD05715,1090.0,0.0,1
PRD05716,487.0833333333333,0.3333333333333333,3
PRD05717,339.0,0.0,1
PRD05720,347.5,0.0,1
PRD05721,213.0,0.0,1
PRD05722,206.0,0.0,3
PRD05723,125.0,0.0,1
PRD05724,263.0,0.3333333333333333,3
PRD05725,242.08333333333334,0.0,3
PRD05726,1171.5,0.0,2
PRD05727,252.5,0.0,2
PRD05728,442.5,0.0,2
PRD05729,362.0,0.0,1
PRD05730,50.0,0.0,1
PRD05731,357.0,0.25,4
PRD05732,1684.0,0.0,1
PRD05733,786.6666666666666,0.0,3
PRD05735,1669.0,0.0,2
PRD05737,1663.6666666666667,0.0,3
PRD05738,464.14285714285717,0.0,7
PRD05740,306.5,0.0,2
PRD05741,410.0,0.0,1
PRD05742,575.3571428571429,0.0,7
PRD05743,601.6666666666666,0.0,3
PRD05744,2181.25,0.0,2
PRD05745,286.5,0.0,4
PRD05746,1201.6,0.0,5
PRD05748,282.3333333333333,0.0,3
PRD05750,1268.75,0.0,4
PRD05751,445.0,0.0,2
PRD05752,351.0,0.3333333333333333,3
PRD05753,173.0,0.0,1
PRD05754,383.5,0.0,4
PRD05755,466.25,0.0,5
PRD05756,1058.6666666666667,0.0,3
PRD05757,2200.0,0.0,1
PRD05758,730.0,0.0,1
PRD05759,582.0,0.0,3
PRD05760,259.0,0.0,1
PRD05761,165.5,0.0,2
PRD05762,165.5,0.0,4
PRD05763,207.0,0.5,2
PRD05764,354.0,0.0,2
PRD05765,276.5,0.0,2
PRD05769,494.4,0.2,5
PRD05770,500.0,0.0,1
PRD05772,545.0,0.0,2
PRD05773,160.5,0.0,2
PRD05774,1682.0833333333333,0.0,3
PRD05775,270.5,0.0,4
PRD05776,239.0,0.0,1
PRD05777,1281.25,0.0,2
PRD05778,292.0,0.0,2
PRD05779,365.5,0.0,2
PRD05780,626.5,0.0,2
PRD05781,1494.0,0.0,1
PRD05782,436.25,0.0,2
PRD05783,207.0,0.0,1
PRD05784,290.0,0.0,1
PRD05785,270.0,0.0,1
PRD05787,469.0,0.3333333333333333,3
PRD05788,317.0,0.0,2
PRD05789,474.5,0.0,2
PRD05790,862.0,0.0,4
PRD05791,299.5,0.0,2
PRD05792,1502.5,0.0,2
PRD05793,206.0,0.0,1
PRD05795,222.33333333333334,0.0,3
PRD05796,322.0,0.0,2
PRD05798,323.75,0.0,1
PRD05799,254.5,0.5,2
PRD05800,329.5,0.0,2
PRD05801,600.5,0.0,2
PRD05802,111.0,0.0,1
PRD05803,281.0,0.0,1
PRD05804,407.0,0.0,2
PRD05805,1019.5,0.0,2
PRD05806,345.0,0.0,1
PRD05807,120.0,1.0,1
PRD05808,691.5,0.0,2
PRD05809,480.0,0.0,2
PRD05811,460.0,1.0,1
PRD05812,213.5,0.0,2
PRD05813,483.0,1.0,1
PRD05815,393.0,1.0,1
PRD05816,715.0,0.0,2
PRD05817,228.75,0.0,3
PRD05821,288.0,0.0,2
PRD05823,934.6666666666666,0.0,3
PRD05824,230.0,0.0,3
PRD05825,265.0,0.0,1
PRD05826,670.0,0.0,2
PRD05827,953.2,0.0,5
PRD05828,228.66666666666666,0.3333333333333333,3
PRD05829,1317.0,0.0,1
PRD05830,145.0,0.5,2
PRD05831,1380.4166666666667,0.0,3
PRD05832,370.0,0.0,1
PRD05833,470.0,0.0,3
PRD05834,1036.3333333333333,0.0,3
PRD05835,464.0,0.0,1
PRD05836,607.6666666666666,0.0,3
PRD05837,672.5,0.0,1
PRD05838,177.0,0.0,2
PRD05840,1950.0,0.0,1
PRD05841,361.0,0.0,1
PRD05842,279.5,0.0,2
PRD05843,134.5,0.0,2
PRD05844,280.3333333333333,0.0,3
PRD05846,451.0,0.0,1
PRD05847,460.0,0.0,3
PRD05848,849.25,0.0,4
PRD05849,190.5,0.5,4
PRD05850,289.25,0.0,4
PRD05851,146.0,0.0,1
PRD05852,150.625,0.0,2
PRD05853,434.5,0.0,2
PRD05855,1347.6,0.0,5
PRD05856,1932.0,0.0,1
PRD05857,656.25,0.0,1
PRD05859,391.0,0.0,1
PRD05862,193.0,0.0,3
PRD05863,132.0,1.0,2
PRD05865,1504.5,0.5,2
PRD05867,380.0,0.0,1
PRD05868,395.0,0.0,1
PRD05869,316.25,0.0,3
PRD05870,638.5,0.0,2
PRD05871,188.8,0.2,5
PRD05873,1663.75,0.0,2
PRD05874,325.0,0.0,1
PRD05875,267.6666666666667,0.0,3
PRD05876,597.5,0.0,2
PRD05877,309.5,0.0,2
PRD05878,808.0,0.0,2
PRD05879,872.0,0.5,2
PRD05880,715.0,0.5,2
PRD05881,220.0,0.0,1
PRD05883,1041.0,0.0,2
PRD05885,292.0,0.0,2
PRD05887,431.6666666666667,0.0,3
PRD05888,315.6666666666667,0.3333333333333333,3
PRD05890,607.0,0.0,2
PRD05891,1889.5,0.0,2
PRD05892,671.3333333333334,0.3333333333333333,3
PRD05893,471.875,0.0,2
PRD05894,157.0,0.0,2
PRD05896,250.5,0.0,2
PRD05898,403.125,0.0,2
PRD05899,211.0,1.0,1
PRD05900,286.5,0.0,4
PRD05901,504.5,0.0,4
PRD05902,241.0,0.0,2
PRD05903,427.0,0.0,1
PRD05904,1982.0,0.0,1
PRD05905,400.5,0.0,2
PRD05906,959.6666666666666,0.3333333333333333,3
PRD05907,1224.4,0.0,5
PRD05910,353.0,0.0,1
PRD05911,1278.5,0.0,2
PRD05913,1477.75,0.25,4
PRD05914,214.0,0.0,1
PRD05915,256.0,0.0,1
PRD05916,206.0,0.0,1
PRD05917,197.0,0.0,1
PRD05918,1428.0,0.0,1
PRD05919,709.3333333333334,0.0,3
PRD05920,187.0,0.5,2
PRD05921,668.75,0.0,1
PRD05922,724.375,0.0,2
PRD05923,303.0,1.0,1
PRD05924,1597.5,0.5,2
PRD05925,61.0,1.0,1
PRD05926,1770.0,0.0,2
PRD05927,273.1666666666667,0.16666666666666666,6
PRD05928,1866.875,0.0,2
PRD05929,528.0,0.0,3
PRD05930,327.5,0.5,2
PRD05932,500.0,0.0,1
PRD05933,551.25,0.0,2
PRD05934,679.0,0.0,2
PRD05935,956.75,0.0,4
PRD05936,209.0,0.0,1
PRD05938,197.0,1.0,1
PRD05939,452.5,0.0,2
PRD05940,600.0,0.0,1
PRD05941,1559.0,0.0,1
PRD05942,211.5,0.5,2
PRD05943,495.0,0.0,1
PRD05944,399.0,0.0,2
PRD05946,261.0,0.0,1
PRD05947,379.0,0.0,1
PRD05948,247.4375,0.0,4
PRD05949,1253.0,0.0,2
PRD05951,406.0,0.0,1
PRD05952,246.0,0.5,2
PRD05953,321.0,0.0,4
PRD05955,302.0,0.0,1
PRD05957,516.6666666666666,0.0,3
PRD05959,673.5,0.0,4
PRD05960,166.5,0.0,2
PRD05962,178.5,0.0,2
PRD05963,1712.0,0.0,2
PRD05964,387.0,0.0,1
PRD05965,433.75,0.0,1
PRD05966,420.6666666666667,0.6666666666666666,3
PRD05967,142.0,0.0,1
PRD05968,137.5,0.0,2
PRD05969,329.0,0.0,1
PRD05971,301.5625,0.25,4
PRD05972,304.0,0.0,2
PRD05973,347.8,0.2,5
PRD05974,107.0,0.0,1
PRD05975,468.75,0.0,5
PRD05976,406.25,0.2,5
PRD05978,494.0,0.0,1
PRD05979,379.0,0.0,1
PRD05980,1465.0,0.0,1
PRD05981,861.25,0.0,1
